NumThreads,LockType,HoldTimeNanos,MinIdleTimeMics,25PercIdleTimeMics,50PercIdleTimeMics,75PercIdleTimeMics,99PercIdleTimeMics,MaxIdleTimeMics
1,NaiveAggressiveSpinLock,32,0,0,0,0,0,7.26708657214169
1,NaiveAggressiveSpinLock,128,0,0,0,0,0,0.330322116915531
1,NaiveAggressiveSpinLock,512,0,0,0,0,0,0.660644233831063
1,NaiveAggressiveSpinLock,2048,0,0,0,0,0,2.31225481840872
1,NaiveAggressiveSpinLock,8192,0,0,0,0,0,0.660644233831063
2,NaiveAggressiveSpinLock,32,0,0,0,0,0,1.65161058457766
2,NaiveAggressiveSpinLock,128,0,0,0,0,0,0.660644233831063
2,NaiveAggressiveSpinLock,512,0,0,0,0,0,10.2399856243815
2,NaiveAggressiveSpinLock,2048,0,0,0,0,0,19.1586827811008
2,NaiveAggressiveSpinLock,8192,0,0,0,0,0,16.185783728861
3,NaiveAggressiveSpinLock,32,0,0,0,0,0.330322116915531,1.98193270149319
3,NaiveAggressiveSpinLock,128,0,0,0,0,0.990966350746594,6.93676445522616
3,NaiveAggressiveSpinLock,512,0,0,0,0.330322116915531,0.660644233831063,3.96386540298638
3,NaiveAggressiveSpinLock,2048,0,0,0,0.330322116915531,1.32128846766213,4.95483175373297
3,NaiveAggressiveSpinLock,8192,0,0,0,0.330322116915531,0.990966350746594,13.5432067935368
4,NaiveAggressiveSpinLock,32,0,0,0.330322116915531,0.330322116915531,0.660644233831063,1.65161058457766
4,NaiveAggressiveSpinLock,128,0,0,0,0,1.32128846766213,5.61547598756403
4,NaiveAggressiveSpinLock,512,0,0,0,0.330322116915531,0.660644233831063,4.29418751990191
4,NaiveAggressiveSpinLock,2048,0,0,0,0.330322116915531,1.32128846766213,6.60644233831063
4,NaiveAggressiveSpinLock,8192,0,0,0,0.330322116915531,1.65161058457766,22.1315818333406
5,NaiveAggressiveSpinLock,32,0,0,0,0.330322116915531,1.65161058457766,9.57934139055041
5,NaiveAggressiveSpinLock,128,0,0,0.330322116915531,0.330322116915531,0.990966350746594,37.326399211455
5,NaiveAggressiveSpinLock,512,0,0,0,0.330322116915531,1.32128846766213,15.1948173781144
5,NaiveAggressiveSpinLock,2048,0,0,0,0.330322116915531,1.65161058457766,11.2309519751281
5,NaiveAggressiveSpinLock,8192,0,0,0.330322116915531,0.660644233831063,1.65161058457766,21.140615482594
6,NaiveAggressiveSpinLock,32,0,0,0.330322116915531,0.330322116915531,0.990966350746594,2.97289905223978
6,NaiveAggressiveSpinLock,128,0,0,0,0.330322116915531,1.98193270149319,6.2761202213951
6,NaiveAggressiveSpinLock,512,0,0,0,0.330322116915531,1.65161058457766,19.8193270149319
6,NaiveAggressiveSpinLock,2048,0,0,0,0.330322116915531,1.98193270149319,16.8464279626921
6,NaiveAggressiveSpinLock,8192,0,0,0.330322116915531,0.660644233831063,1.65161058457766,38.6476876791172
7,NaiveAggressiveSpinLock,32,0,0,0.330322116915531,0.330322116915531,1.65161058457766,21.140615482594
7,NaiveAggressiveSpinLock,128,0,0,0.330322116915531,0.330322116915531,0.990966350746594,9.57934139055041
7,NaiveAggressiveSpinLock,512,0,0,0.330322116915531,0.990966350746594,2.64257693532425,18.4980385472698
7,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.330322116915531,0.990966350746594,2.64257693532425,21.8012597164251
7,NaiveAggressiveSpinLock,8192,0,0.330322116915531,0.330322116915531,0.660644233831063,1.98193270149319,43.9328415497657
8,NaiveAggressiveSpinLock,32,0,0,0.330322116915531,0.330322116915531,1.32128846766213,5.61547598756403
8,NaiveAggressiveSpinLock,128,0,0,0.330322116915531,0.660644233831063,2.64257693532425,10.2399856243815
8,NaiveAggressiveSpinLock,512,0,0,0.330322116915531,0.330322116915531,1.32128846766213,16.5161058457766
8,NaiveAggressiveSpinLock,2048,0,0,0.330322116915531,0.660644233831063,2.64257693532425,25.7651251194114
8,NaiveAggressiveSpinLock,8192,0,0,0.330322116915531,0.990966350746594,2.64257693532425,14.8644952611989
9,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.330322116915531,0.330322116915531,1.32128846766213,3.96386540298638
9,NaiveAggressiveSpinLock,128,0,0,0.330322116915531,0.330322116915531,1.65161058457766,31.0502789900599
9,NaiveAggressiveSpinLock,512,0,0,0.330322116915531,0.990966350746594,2.64257693532425,15.8554616119455
9,NaiveAggressiveSpinLock,2048,0,0,0.330322116915531,0.660644233831063,2.97289905223978,30.0593126393134
9,NaiveAggressiveSpinLock,8192,0,0.330322116915531,0.660644233831063,0.990966350746594,2.97289905223978,19.1586827811008
10,NaiveAggressiveSpinLock,32,0,0,0.330322116915531,0.330322116915531,2.31225481840872,10.9006298582125
10,NaiveAggressiveSpinLock,128,0,0,0.330322116915531,0.330322116915531,2.31225481840872,20.8102933656785
10,NaiveAggressiveSpinLock,512,0,0,0.660644233831063,0.990966350746594,2.97289905223978,23.1225481840872
10,NaiveAggressiveSpinLock,2048,0,0,0.660644233831063,0.990966350746594,2.97289905223978,25.7651251194114
10,NaiveAggressiveSpinLock,8192,0,0,0.330322116915531,0.660644233831063,2.64257693532425,14.5341731442834
11,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.330322116915531,0.330322116915531,1.32128846766213,10.2399856243815
11,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.330322116915531,0.660644233831063,1.98193270149319,15.8554616119455
11,NaiveAggressiveSpinLock,512,0,0,0.330322116915531,0.660644233831063,2.31225481840872,10.570307741297
11,NaiveAggressiveSpinLock,2048,0,0,0.330322116915531,0.660644233831063,1.98193270149319,17.5070721965232
11,NaiveAggressiveSpinLock,8192,0,0,0.330322116915531,0.660644233831063,1.98193270149319,14.5341731442834
12,NaiveAggressiveSpinLock,32,0,0,0.330322116915531,0.330322116915531,2.31225481840872,10.9006298582125
12,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.330322116915531,0.660644233831063,1.98193270149319,9.24901927363488
12,NaiveAggressiveSpinLock,512,0,0,0.330322116915531,0.660644233831063,1.98193270149319,16.185783728861
12,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.330322116915531,0.660644233831063,1.98193270149319,9.24901927363488
12,NaiveAggressiveSpinLock,8192,0,0,0.330322116915531,0.990966350746594,2.64257693532425,15.52513949503
13,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.330322116915531,0.660644233831063,2.64257693532425,12.8825625597057
13,NaiveAggressiveSpinLock,128,0,0,0.330322116915531,0.660644233831063,2.64257693532425,10.9006298582125
13,NaiveAggressiveSpinLock,512,0,0.330322116915531,0.330322116915531,0.990966350746594,2.97289905223978,23.1225481840872
13,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.330322116915531,1.32128846766213,3.30322116915531,9.90966350746594
13,NaiveAggressiveSpinLock,8192,0,0.330322116915531,0.330322116915531,1.32128846766213,3.30322116915531,17.1767500796076
14,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.330322116915531,0.990966350746594,2.97289905223978,18.8283606641853
14,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.330322116915531,0.660644233831063,2.64257693532425,9.90966350746594
14,NaiveAggressiveSpinLock,512,0,0.330322116915531,0.330322116915531,0.660644233831063,2.64257693532425,9.57934139055041
14,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.330322116915531,0.990966350746594,3.30322116915531,12.8825625597057
14,NaiveAggressiveSpinLock,8192,0,0,0.330322116915531,0.660644233831063,2.97289905223978,19.4890048980164
15,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.660644233831063,1.32128846766213,3.63354328607084,18.4980385472698
15,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.330322116915531,0.990966350746594,3.30322116915531,11.5612740920436
15,NaiveAggressiveSpinLock,512,0,0.330322116915531,0.330322116915531,1.32128846766213,3.30322116915531,15.52513949503
15,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.330322116915531,0.990966350746594,3.30322116915531,20.8102933656785
15,NaiveAggressiveSpinLock,8192,0,0,0.660644233831063,1.32128846766213,3.63354328607084,21.8012597164251
16,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.330322116915531,0.990966350746594,3.30322116915531,9.57934139055041
16,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.330322116915531,1.32128846766213,3.96386540298638,14.2038510273678
16,NaiveAggressiveSpinLock,512,0,0.330322116915531,0.330322116915531,0.990966350746594,2.97289905223978,19.1586827811008
16,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.660644233831063,1.32128846766213,3.63354328607084,97.7753466069973
16,NaiveAggressiveSpinLock,8192,0,0.330322116915531,0.660644233831063,1.65161058457766,3.96386540298638,19.4890048980164
17,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.660644233831063,1.32128846766213,3.96386540298638,13.5432067935368
17,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.660644233831063,1.65161058457766,4.62450963681744,27.4167357039891
17,NaiveAggressiveSpinLock,512,0,0.330322116915531,0.660644233831063,1.65161058457766,4.95483175373297,13.8735289104523
17,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.330322116915531,1.32128846766213,3.96386540298638,27.4167357039891
17,NaiveAggressiveSpinLock,8192,0,0.330322116915531,0.660644233831063,1.65161058457766,4.29418751990191,26.4257693532425
18,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.660644233831063,1.32128846766213,4.62450963681744,12.8825625597057
18,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.660644233831063,1.32128846766213,4.29418751990191,18.8283606641853
18,NaiveAggressiveSpinLock,512,0,0.330322116915531,0.660644233831063,1.65161058457766,4.62450963681744,12.8825625597057
18,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.660644233831063,1.32128846766213,4.62450963681744,13.2128846766213
18,NaiveAggressiveSpinLock,8192,0,0.330322116915531,0.660644233831063,1.65161058457766,4.62450963681744,20.4799712487629
19,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.660644233831063,1.32128846766213,4.62450963681744,17.1767500796076
19,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.660644233831063,1.65161058457766,4.95483175373297,13.2128846766213
19,NaiveAggressiveSpinLock,512,0,0.330322116915531,0.660644233831063,1.98193270149319,4.95483175373297,14.8644952611989
19,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.660644233831063,1.65161058457766,4.95483175373297,14.2038510273678
19,NaiveAggressiveSpinLock,8192,0,0.330322116915531,0.660644233831063,1.98193270149319,4.95483175373297,25.4348030024959
20,NaiveAggressiveSpinLock,32,0,0.330322116915531,0.660644233831063,1.65161058457766,5.2851538706485,14.5341731442834
20,NaiveAggressiveSpinLock,128,0,0.330322116915531,0.660644233831063,1.65161058457766,5.2851538706485,362.363362256338
20,NaiveAggressiveSpinLock,512,0,0.330322116915531,0.660644233831063,1.65161058457766,5.2851538706485,16.8464279626921
20,NaiveAggressiveSpinLock,2048,0,0.330322116915531,0.660644233831063,1.65161058457766,5.2851538706485,18.4980385472698
20,NaiveAggressiveSpinLock,8192,0,0.330322116915531,0.660644233831063,1.65161058457766,5.2851538706485,2477.7461989834
1,NaiveTestAndTestSpinLock,32,0,0,0,0,0,4.62450963681744
1,NaiveTestAndTestSpinLock,128,0,0,0,0,0,0.660644233831063
1,NaiveTestAndTestSpinLock,512,0,0,0,0,0,1.32128846766213
1,NaiveTestAndTestSpinLock,2048,0,0,0,0,0,1.32128846766213
1,NaiveTestAndTestSpinLock,8192,0,0,0,0,0,2.31225481840872
2,NaiveTestAndTestSpinLock,32,0,0,0,0,0,1.65161058457766
2,NaiveTestAndTestSpinLock,128,0,0,0,0,0,1.32128846766213
2,NaiveTestAndTestSpinLock,512,0,0,0,0,0,8.58837503980381
2,NaiveTestAndTestSpinLock,2048,0,0,0,0,0,5.94579810447956
2,NaiveTestAndTestSpinLock,8192,0,0,0,0,0,19.1586827811008
3,NaiveTestAndTestSpinLock,32,0,0,0,0,0,0.990966350746594
3,NaiveTestAndTestSpinLock,128,0,0,0,0,0,10.2399856243815
3,NaiveTestAndTestSpinLock,512,0,0,0,0,0,5.61547598756403
3,NaiveTestAndTestSpinLock,2048,0,0,0,0,0,5.94579810447956
3,NaiveTestAndTestSpinLock,8192,0,0,0,0,0.330322116915531,8.58837503980381
4,NaiveTestAndTestSpinLock,32,0,0,0,0,0,0.990966350746594
4,NaiveTestAndTestSpinLock,128,0,0,0,0,0,0.990966350746594
4,NaiveTestAndTestSpinLock,512,0,0,0.330322116915531,0.330322116915531,0.330322116915531,5.61547598756403
4,NaiveTestAndTestSpinLock,2048,0,0,0.330322116915531,0.330322116915531,0.330322116915531,4.29418751990191
4,NaiveTestAndTestSpinLock,8192,0,0,0,0,0.330322116915531,9.24901927363488
5,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,2.31225481840872
5,NaiveTestAndTestSpinLock,128,0,0,0,0,0,1.98193270149319
5,NaiveTestAndTestSpinLock,512,0,0,0,0,0,2.64257693532425
5,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,12.8825625597057
5,NaiveTestAndTestSpinLock,8192,0,0,0,0.330322116915531,0.330322116915531,9.24901927363488
6,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,1.32128846766213
6,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,1.32128846766213
6,NaiveTestAndTestSpinLock,512,0,0,0,0,0,0.990966350746594
6,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,6.2761202213951
6,NaiveTestAndTestSpinLock,8192,0,0,0,0.330322116915531,0.330322116915531,15.1948173781144
7,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,1.98193270149319
7,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,1.32128846766213
7,NaiveTestAndTestSpinLock,512,0,0,0,0,0.330322116915531,8.25805292288828
7,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,2.97289905223978
7,NaiveTestAndTestSpinLock,8192,0,0,0,0,0.330322116915531,15.52513949503
8,NaiveTestAndTestSpinLock,32,0,0,0,0.330322116915531,0.990966350746594,2.64257693532425
8,NaiveTestAndTestSpinLock,128,0,0,0,0,0.660644233831063,9.24901927363488
8,NaiveTestAndTestSpinLock,512,0,0,0,0,0.660644233831063,1.98193270149319
8,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,3.30322116915531
8,NaiveTestAndTestSpinLock,8192,0,0,0,0.330322116915531,0.330322116915531,9.57934139055041
9,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,2.97289905223978
9,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,1.65161058457766
9,NaiveTestAndTestSpinLock,512,0,0,0,0,0,14.8644952611989
9,NaiveTestAndTestSpinLock,2048,0,0,0.330322116915531,0.330322116915531,0.330322116915531,4.29418751990191
9,NaiveTestAndTestSpinLock,8192,0,0,0,0,0.330322116915531,8.91869715671935
10,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,1.98193270149319
10,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,1.65161058457766
10,NaiveTestAndTestSpinLock,512,0,0,0,0,0,2.64257693532425
10,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,3.96386540298638
10,NaiveTestAndTestSpinLock,8192,0,0,0,0,0.330322116915531,9.57934139055041
11,NaiveTestAndTestSpinLock,32,0,0,0,0.330322116915531,0.330322116915531,6.93676445522616
11,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,1.98193270149319
11,NaiveTestAndTestSpinLock,512,0,0,0,0,0.330322116915531,1.98193270149319
11,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,28.4077020547357
11,NaiveTestAndTestSpinLock,8192,0,0,0,0.330322116915531,0.330322116915531,14.5341731442834
12,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,2.31225481840872
12,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,1.98193270149319
12,NaiveTestAndTestSpinLock,512,0,0,0,0,0.330322116915531,1.65161058457766
12,NaiveTestAndTestSpinLock,2048,0,0,0,0,0.330322116915531,3.63354328607084
12,NaiveTestAndTestSpinLock,8192,0,0,0,0.330322116915531,0.330322116915531,9.24901927363488
13,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,2.31225481840872
13,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,1.65161058457766
13,NaiveTestAndTestSpinLock,512,0,0,0,0,0.330322116915531,2.31225481840872
13,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,2.97289905223978
13,NaiveTestAndTestSpinLock,8192,0,0,0.330322116915531,0.330322116915531,0.330322116915531,18.1677164303542
14,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,3.63354328607084
14,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,2.97289905223978
14,NaiveTestAndTestSpinLock,512,0,0,0,0,0.330322116915531,3.63354328607084
14,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,6.93676445522616
14,NaiveTestAndTestSpinLock,8192,0,0,0,0,0.330322116915531,9.57934139055041
15,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,2.64257693532425
15,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,2.64257693532425
15,NaiveTestAndTestSpinLock,512,0,0,0,0,0.330322116915531,2.31225481840872
15,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,6.93676445522616
15,NaiveTestAndTestSpinLock,8192,0,0,0,0.330322116915531,0.330322116915531,14.2038510273678
16,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,2.97289905223978
16,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,14.5341731442834
16,NaiveTestAndTestSpinLock,512,0,0,0,0,0.330322116915531,1.65161058457766
16,NaiveTestAndTestSpinLock,2048,0,0,0,0,0.330322116915531,9.24901927363488
16,NaiveTestAndTestSpinLock,8192,0,0,0,0,0.330322116915531,28.7380241716512
17,NaiveTestAndTestSpinLock,32,0,0,0,0,0.330322116915531,1.98193270149319
17,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,2.64257693532425
17,NaiveTestAndTestSpinLock,512,0,0,0,0,0.330322116915531,2.31225481840872
17,NaiveTestAndTestSpinLock,2048,0,0,0,0.330322116915531,0.330322116915531,17.5070721965232
17,NaiveTestAndTestSpinLock,8192,0,0,0,0.330322116915531,0.330322116915531,9.24901927363488
18,NaiveTestAndTestSpinLock,32,0,0,0,0.330322116915531,0.330322116915531,3.63354328607084
18,NaiveTestAndTestSpinLock,128,0,0,0,0,0.330322116915531,7.59740868905722
